src_lemma,tgt_lemma,src_pos,tgt_pos,src_median_hf,tgt_median_hf,src_lexeme_count,tgt_lexeme_count,grammatical_conflicts,meaning_conflicts,src_lemma_length,tgt_lemma_length,concreteness,frequency,semantic_field,src_median_hf_days,tgt_median_hf_days,src_session_count,tgt_session_count
air,ar,noun,noun,91019540,50303420,2,1,gender_number_forms,False,3,2,4.11,5.37,substance,1053.4669,582.215509259,15,2
airplane,avião,noun,noun,108998900,331851900,2,1,gender_number_forms,True,8,5,4.96,3.92,artifact,1261.56134,3840.878472222,87,24
airport,aeroporto,noun,noun,115451800,489510700,2,1,gender_number_forms,False,7,9,4.87,4.84,artifact,1336.24769,5665.633101852,102,23
alcohol,álcool,noun,noun,28691390,680425100,1,2,gender_number_forms,False,7,6,4.76,4.61,food,332.07627,7875.290509259,2812,18
alive,vivo,adj,adj,453267900,12563.04,1,1,no_conflicts,False,5,4,3.14,4.76,all,5246.15625,0.145405556,112,1
allow,deixar,verb,verb,452359900,512494300,7,13,verb_forms,True,5,6,2.41,5.01,social,5235.64699,5931.646990741,240,134
allow,permitir,verb,verb,452359900,2230401000,7,2,verb_forms,True,5,8,2.41,5.01,social,5235.64699,25814.826388889,240,5
almost,quase,adv,adv,1194105000,92863220,1,1,no_conflicts,False,6,5,1.66,5.39,all,13820.65972,1074.805787037,144,29
already,já,adv,adv,1237227000,146835900,1,1,no_conflicts,False,7,2,1.64,5.55,all,14319.75694,1699.489583333,134,50
also,também,adv,adv,571797000,64525310,1,1,no_conflicts,True,4,6,1.83,6.19,all,6618.02083,746.820717593,211,30
always,sempre,adv,adv,1268022000,1194368000,1,1,no_conflicts,True,6,6,1.71,5.76,all,14676.18056,13823.703703704,301,54
america,américa,noun,noun,192214000,912541600,1,1,no_conflicts,False,7,7,4.79,5.22,location,2224.69907,10561.824074074,68,2
american,americano,adj,adj,1193990000,715098100,1,1,no_conflicts,False,8,9,4.79,5.49,pert,13819.3287,8276.59837963,188,3
among,entre,prep,prep,26546210,701291300,1,1,no_conflicts,True,5,5,2.38,5.31,group,307.2478,8116.797453704,548,84
amount,quantidade,noun,noun,275172600,438518400,1,1,no_conflicts,True,6,10,2.74,5.13,possession,3184.86806,5075.444444444,42,3
analyse,analisar,verb,verb,2413279000,35979510000,1,1,verb_forms,True,7,8,2.28,3.47,cognition,27931.46991,416429.513888889,3,1
analysis,análise,noun,noun,78099920,494393700,2,1,gender_number_forms,False,8,7,2.56,4.91,act,903.93426,5722.149305556,9,2
and,e,conj,conj,4498300,6785572,1,1,no_conflicts,False,3,1,1.52,7.41,all,52.06366,78.536712963,12547,3035
animal,animal,noun,noun,3787860,8996601,2,2,gender_number_forms,False,6,6,4.61,4.81,Tops,43.84097,104.127326389,6403,6403
announce,anunciar,verb,verb,736286500,587267300,2,1,verb_forms,True,8,8,3.31,4.26,communication,8521.83449,6797.075231481,40,10
another,outro,det,det,588743600,16530730,1,3,gender_number_forms,False,7,5,2.69,5.74,all,6814.16204,191.327893519,97,14
answer,resposta,noun,noun,13695900,426181000,6,1,gender_number_forms,True,6,8,2.89,5.17,communication,158.51736,4932.650462963,1617,163
any,qualquer,pron,pron,483279600,913844600,1,2,no_conflicts,False,3,8,1.72,6.07,all,5593.51389,10576.905092593,111,18
appear,aparecer,verb,verb,495575500,1215695000,4,4,verb_forms,True,6,8,3.13,4.85,perception,5735.82755,14070.543981481,114,36
appear,parecer,verb,verb,495575500,613889800,4,4,verb_forms,True,6,7,3.13,4.85,perception,5735.82755,7105.206018519,114,35
apple,maçã,noun,noun,6286531,7527202,2,2,gender_number_forms,False,5,4,5.0,4.76,food,72.76078,87.120393519,12471,2402
approval,aprovação,noun,noun,454245200,410572100,1,1,no_conflicts,False,8,9,2.33,4.5,act,5257.46759,4751.991898148,9,1
approximately,aproximadamente,adv,adv,1193519000,408264100,1,1,no_conflicts,True,13,15,2.54,4.64,all,13813.87731,4725.278935185,101,23
area,região,noun,noun,1189544000,144943700,2,2,gender_number_forms,True,4,6,3.72,5.46,location,13767.87037,1677.58912037,72,17
area,área,noun,noun,1189544000,419797500,2,1,gender_number_forms,True,4,4,3.72,5.46,location,13767.87037,4858.767361111,72,15
arm,arma,noun,noun,275127600,485047100,1,1,no_conflicts,True,3,4,4.96,4.73,body,3184.34722,5613.971064815,16,25
arm,braço,noun,noun,275127600,1407857000,1,1,no_conflicts,True,3,5,4.96,4.73,body,3184.34722,16294.641203704,16,2
arrive,chegar,verb,verb,574056600,488918100,5,12,verb_forms,True,6,6,3.22,4.38,motion,6644.17361,5658.774305556,78,180
art,arte,noun,noun,1196142000,1608021,2,1,gender_number_forms,False,3,4,4.17,5.29,artifact,13844.23611,18.611354167,16,1
article,artigo,noun,noun,1718829000,147931000,1,1,no_conflicts,False,7,6,4.33,5.09,communication,19893.85417,1712.164351852,9,1
artist,artista,noun,noun,5492917,1112238000,2,1,gender_number_forms,False,6,7,4.24,4.8,person,63.57543,12873.125,490,39
as,como,adv,adv,206758900,31706430,2,3,no_conflicts,True,2,4,1.33,6.77,all,2393.04282,366.972569444,970,544
ask,perguntar,verb,verb,595300500,1191696000,6,8,verb_forms,False,3,9,2.52,5.34,communication,6890.05208,13792.777777778,239,86
aspect,aspecto,noun,noun,1773183000,7256888,2,1,gender_number_forms,True,6,7,1.82,4.41,cognition,20522.95139,83.991759259,7,1
association,associação,noun,noun,5583021,12191850,1,1,no_conflicts,False,11,10,2.3,5.01,group,64.6183,141.109375,122,16
assume,assumir,verb,verb,324917300,35434040000,5,1,verb_forms,False,6,7,1.75,4.57,cognition,3760.6169,410116.203703704,81,1
at,em,prep,prep,232802600,607533900,1,25,no_conflicts,True,2,2,2.07,6.7,all,2694.47454,7031.642361111,1438,1338
atmosphere,ambiente,noun,noun,2322034000,214760900,2,1,gender_number_forms,True,10,8,3.04,4.46,state,26875.39352,2485.658564815,6,1
atmosphere,atmosfera,noun,noun,2322034000,475669300,2,1,gender_number_forms,True,10,9,3.04,4.46,state,26875.39352,5505.431712963,6,1
attack,ataque,noun,noun,2356583,2703139,1,1,no_conflicts,False,6,6,3.71,5.09,act,27.27527,31.286331019,25,2
attempt,tentar,noun,verb,1781518000,79416830,2,16,gender_number_forms,True,7,6,2.22,4.85,act,20619.4213,919.176273148,8,161
attention,atenção,noun,noun,2562181000,1393156,2,1,gender_number_forms,False,9,7,2.3,5.11,cognition,29654.87269,16.124490741,5,1321
attitude,postura,noun,noun,2026966000,6115983000,2,1,gender_number_forms,True,8,7,1.97,4.58,cognition,23460.25463,70786.840277778,6,2
attorney,advogado,noun,noun,4238383,886078500,2,1,gender_number_forms,True,8,8,4.52,4.69,person,49.05536,10255.538194444,330,42
audience,público,noun,adj,6910332,576825600,2,2,gender_number_forms,True,8,7,4.29,4.73,group,79.98069,7747.457175926,70,40
audience,audiência,noun,noun,6910332,669380300,2,1,gender_number_forms,True,8,9,4.29,4.73,group,79.98069,6676.222222222,70,13
august,agosto,noun,noun,13574610,1128994000,2,2,gender_number_forms,False,6,6,3.04,5.1,time,157.11354,13067.060185185,606,66
author,autor,noun,noun,10975440,596430300,2,1,gender_number_forms,True,6,5,4.26,4.95,person,127.03056,6903.128472222,440,55
author,escritor,noun,noun,10975440,1222498000,2,1,gender_number_forms,True,6,8,4.26,4.95,person,127.03056,14149.282407407,440,42
authority,autoridade,noun,noun,7610375,777433100,2,1,gender_number_forms,False,9,10,2.34,4.81,attribute,88.08304,8998.068287037,437,52
avenue,avenida,noun,noun,938238700,615317600,2,1,gender_number_forms,False,6,7,4.0,4.43,act,10859.24421,7121.731481481,70,11
average,média,noun,noun,571124700,44768140,1,2,gender_number_forms,True,7,5,2.4,5.16,cognition,6610.23958,518.149768519,47,352
avoid,evitar,verb,verb,532636200,1948201000,1,1,verb_forms,False,5,6,2.41,4.87,communication,6164.77083,22548.622685185,29,5
award,prémio,noun,noun,3553761000,3798257,2,1,gender_number_forms,True,5,6,4.14,4.88,act,41131.49306,43.96130787,7,1
away,fora,adv,adv,1289803000,569641500,1,1,no_conflicts,True,4,4,2.23,5.62,all,14928.27546,6593.072916667,80,31
away,longe,adv,adv,1289803000,66005110,1,1,no_conflicts,True,4,5,2.23,5.62,all,14928.27546,763.948032407,80,25
baby,bebê,noun,noun,3985397,5132498,3,2,gender_number_forms,True,4,4,5.0,5.26,person,46.12728,59.403912037,151,100
baby,criança,noun,noun,3985397,1323630000,3,2,gender_number_forms,True,4,7,5.0,5.26,person,46.12728,15319.791666667,151,23
back,voltar,noun,verb,37192420,462118900,2,12,gender_number_forms,False,4,6,4.33,6.04,body,430.46782,5348.59837963,17,133
bag,bolsa,noun,noun,1530223000,7558392,2,1,gender_number_forms,True,3,5,4.9,4.79,artifact,17710.91435,87.481388889,78,372
balance,equilíbrio,noun,noun,551280900,897261900,2,1,gender_number_forms,False,7,10,2.89,4.76,state,6380.56597,10384.975694444,10,1
ball,bola,noun,noun,1782096000,3395330000,2,1,gender_number_forms,False,4,4,5.0,5.04,artifact,20626.11111,39297.800925926,82,15
band,banda,noun,noun,1200651000,424954200,2,2,gender_number_forms,False,4,5,4.68,4.92,group,13896.42361,4918.451388889,67,19
bank,banco,noun,noun,826841700,426319700,2,1,gender_number_forms,False,4,5,4.78,5.16,artifact,9569.92708,4934.255787037,73,15
bar,bar,noun,noun,1206120000,851606600,2,1,gender_number_forms,False,3,3,4.67,4.94,artifact,13959.72222,9856.55787037,81,81
bathroom,banheiro,noun,noun,1150310000,328112500,2,2,gender_number_forms,True,8,8,4.52,4.54,artifact,13313.77315,3797.59837963,89,41
bathroom,banho,noun,noun,1150310000,617487000,2,2,gender_number_forms,True,8,5,4.52,4.54,artifact,13313.77315,7146.840277778,89,16
be,existir,verb,verb,5059721,589707100,14,2,verb_forms,True,2,7,1.85,6.79,stative,58.56159,6825.313657407,42889,27
be,ser,verb,verb,5059721,4636923,14,10,verb_forms,True,2,3,1.85,6.79,stative,58.56159,53.668090278,42889,13865
beach,praia,noun,noun,1203975000,399766500,2,1,gender_number_forms,False,5,5,4.79,4.92,object,13934.89583,4626.927083333,146,20
bear,urso,noun,noun,3389320,376672000,1,1,no_conflicts,False,4,4,4.88,4.71,animal,39.22824,4359.62962963,3005,716
beautiful,bonito,adj,adj,1067629000,1212895000,1,1,no_conflicts,True,9,6,2.16,5.22,all,12356.81713,14038.136574074,129,26
because,porque,conj,conj,22006320,2675414,1,1,no_conflicts,False,7,6,1.22,6.03,all,254.70278,30.965439815,821,213
bed,cama,noun,noun,586588100,21586990,2,2,gender_number_forms,False,3,4,5.0,5.07,artifact,6789.21412,249.849421296,179,46
beer,cerveja,noun,noun,11644290,44393860,1,1,no_conflicts,False,4,7,4.88,4.7,food,134.77187,513.817824074,3575,1115
begin,começar,verb,verb,1477089000,335192700,2,3,verb_forms,True,5,7,2.56,4.84,change,17095.9375,3879.545138889,56,44
begin,iniciar,verb,verb,1477089000,2937750000,2,2,verb_forms,True,5,7,2.56,4.84,change,17095.9375,34001.736111111,56,7
behind,atrás,prep,adv,78602430,60519120,1,1,no_conflicts,True,6,5,3.48,5.29,body,909.75035,700.452777778,404,36
believe,acreditar,verb,verb,685290700,1015685000,4,1,verb_forms,False,7,9,1.55,5.51,cognition,7931.60532,11755.613425926,258,2
belong,pertencer,verb,verb,39025700,442476100,1,2,verb_forms,False,6,9,1.43,4.38,possession,451.68634,5121.251157407,24,13
between,entre,prep,prep,517952600,701291300,1,1,no_conflicts,True,7,5,2.72,5.77,all,5994.82176,8116.797453704,794,84
bicycle,bicicleta,noun,noun,9405537,963426.4,3,1,gender_number_forms,True,7,9,4.89,3.98,artifact,108.86038,11.150768519,121,1
big,grande,adj,adj,598932400,4110157,2,3,gender_number_forms,True,3,6,3.66,5.67,all,6932.08796,47.571261574,160,89
bird,pássaro,noun,noun,3431546,78841550,2,2,gender_number_forms,False,4,7,5.0,4.63,animal,39.71697,912.517939815,5596,1497
birth,nascimento,noun,noun,40200530,215856000,2,1,gender_number_forms,False,5,10,4.46,4.77,time,465.28391,2498.333333333,283,55
black,negro,adj,adj,4470576,172772200,1,1,no_conflicts,True,5,5,3.76,5.46,all,51.74278,1999.678240741,2679,249
black,preto,adj,adj,4470576,6092459,1,1,no_conflicts,True,5,5,3.76,5.46,all,51.74278,70.514571759,2679,335
blame,culpa,noun,noun,1335649000,12714.53,2,1,gender_number_forms,False,5,5,2.06,4.63,communication,15458.90046,0.147158912,5,1
blood,sangue,noun,noun,1130841000,2812020000,2,1,gender_number_forms,False,5,6,4.86,5.1,body,13088.4375,32546.527777778,11,3
blue,azul,adj,adj,4803270,18804140,1,2,gender_number_forms,False,4,4,3.76,5.13,all,55.5934,217.640509259,2468,431
boat,barco,noun,noun,4262642,514902900,2,1,gender_number_forms,False,4,5,4.93,4.71,artifact,49.33613,5959.524305556,142,12
body,corpo,noun,noun,425806700,461238700,1,1,no_conflicts,False,4,5,4.79,5.4,body,4928.31829,5338.41087963,17,3
book,livro,noun,noun,7076679,109685100,2,2,gender_number_forms,False,4,5,4.9,5.43,communication,81.90601,1269.503472222,9037,2015
border,fronteira,noun,noun,168187200,959014700,2,1,gender_number_forms,True,6,9,4.29,4.7,location,1946.61111,11099.707175926,68,6
boss,chefe,noun,noun,4130951,316308800,2,1,gender_number_forms,True,4,5,3.83,4.76,person,47.81193,3660.981481481,556,64
both,ambos,det,pron,607215100,321528000,1,1,no_conflicts,False,4,5,2.97,5.79,all,7027.95255,3721.388888889,32,2
bottle,garrafa,noun,noun,895896500,11682410,2,2,gender_number_forms,False,6,7,4.91,4.57,artifact,10369.17245,135.213078704,165,1186
bowl,estádio,noun,noun,488796800,1801243000,2,1,gender_number_forms,False,4,7,4.87,4.63,artifact,5657.37037,20847.719907407,107,10
box,caixa,noun,noun,1211010000,128475300,2,1,gender_number_forms,False,3,5,4.9,5.04,artifact,14016.31944,1486.982638889,58,12
boy,filho,noun,noun,8532215,4234918,2,4,gender_number_forms,True,3,5,4.76,5.17,person,98.75249,49.01525463,18309,140
boy,menino,noun,noun,8532215,14035530,2,4,gender_number_forms,True,3,6,4.76,5.17,person,98.75249,162.448263889,18309,5923
boyfriend,namorado,noun,noun,46771230,7306000,2,2,gender_number_forms,False,9,8,4.59,4.59,person,541.33368,84.560185185,161,50
brain,cérebro,noun,noun,17712490,523022700,2,1,gender_number_forms,False,5,7,4.69,4.94,body,205.00567,6053.503472222,16,1
bread,pão,noun,noun,5149826,39715350,1,1,no_conflicts,False,5,3,4.92,4.5,food,59.60447,459.668402778,10669,1487
bridge,ponte,noun,noun,12496820,422639200,2,1,gender_number_forms,False,6,5,4.97,4.77,artifact,144.63912,4891.657407407,97,13
brother,irmão,noun,noun,100376600,4730493,3,5,gender_number_forms,True,7,5,4.43,5.11,person,1161.7662,54.751076389,915,134
build,construir,verb,verb,336679400,1001464000,1,2,verb_forms,False,5,9,3.71,5.04,creation,3896.75231,11591.018518519,16,15
building,edifício,noun,noun,61278080,490318200,2,1,gender_number_forms,False,8,8,4.64,5.29,artifact,709.23704,5674.979166667,69,14
business,trabalho,noun,noun,14416740,13030520,2,1,gender_number_forms,True,8,8,3.28,5.56,group,166.86042,150.816203704,29,39
but,mas,conj,conj,19226940,2938797,1,1,no_conflicts,False,3,3,2.04,6.63,all,222.53403,34.013854167,1129,301
buy,comprar,verb,verb,2987062000,623832500,1,1,verb_forms,True,3,7,3.35,5.32,possession,34572.47685,7220.283564815,34,72
by,por,prep,prep,479169500,445560500,1,6,no_conflicts,True,2,3,1.55,6.66,all,5545.94329,5156.950231481,655,595
bye,adeus,noun,noun,14992020,4571072,1,1,no_conflicts,False,3,5,2.25,4.39,communication,173.51875,52.905925926,3370,990
calendar,calendário,noun,noun,565240200,414238700,2,2,gender_number_forms,False,8,10,4.62,4.3,time,6542.13194,4794.429398148,387,72
call,grito,noun,noun,791603800,302055000,11,1,gender_number_forms,True,4,5,4.0,5.51,communication,9162.08102,2591.791666667,300,2
call,gritar,verb,verb,791603800,223930800,11,1,verb_forms,True,4,6,4.0,5.51,communication,9162.08102,3496.006944444,300,9
camera,câmera,noun,noun,1163556000,837865600,3,1,gender_number_forms,False,6,6,5.0,4.87,artifact,13467.08333,9697.518518519,17,2
capital,capital,noun,noun,605253600,1778035000,2,1,gender_number_forms,False,7,7,4.1,5.01,possession,7005.25,20579.108796296,64,64
captain,capitão,noun,noun,5683523,621649200,2,1,gender_number_forms,False,7,7,4.19,4.89,person,65.78152,7195.013888889,437,46
car,automóvel,noun,noun,89425380,297806200,3,1,gender_number_forms,True,3,9,4.89,5.45,artifact,1035.01597,3446.831018519,450,14
car,carro,noun,noun,89425380,785511400,3,2,gender_number_forms,True,3,5,4.89,5.45,artifact,1035.01597,9091.56712963,450,25
career,carreira,noun,noun,35057630,565468900,2,1,gender_number_forms,False,6,8,2.54,5.07,act,405.75961,6544.778935185,303,1
case,caso,noun,noun,1603315000,1221285000,2,3,gender_number_forms,True,4,4,3.93,5.55,event,18556.88657,14135.243055556,16,23
castle,castelo,noun,noun,1315500000,316350400,2,1,gender_number_forms,False,6,7,4.96,4.45,artifact,15225.69444,3661.462962963,87,10
cat,cara,noun,noun,7073213,713701400,2,2,gender_number_forms,True,3,4,4.86,4.78,animal,81.86589,8260.43287037,10918,14
cat,gato,noun,noun,7073213,11624330,2,4,gender_number_forms,True,3,4,4.86,4.78,animal,81.86589,134.540856481,10918,3572
category,classe,noun,noun,1891854000,1770695000,2,1,gender_number_forms,True,8,6,2.82,4.57,group,21896.45833,20494.155092593,10,11
cause,causa,noun,noun,640390900,524086600,2,1,gender_number_forms,False,5,5,2.43,5.35,event,7411.93171,6065.81712963,12,2
center,centro,noun,noun,3788005000,1891587000,1,1,no_conflicts,True,6,6,3.85,5.19,location,43842.65046,21893.368055556,2,9
centre,centro,noun,noun,1272568000,1891587000,1,1,no_conflicts,True,6,6,3.85,4.95,location,14728.7963,21893.368055556,56,9
century,século,noun,noun,463394200,1068530000,2,1,gender_number_forms,False,7,6,2.83,5.02,time,5363.3588,12367.24537037,315,54
chair,cadeira,noun,noun,1116237000,539075200,2,1,gender_number_forms,False,5,7,4.58,4.69,artifact,12919.40972,6239.296296296,88,39
change,mudança,noun,noun,615833900,477471400,7,1,gender_number_forms,False,6,7,2.89,5.54,change,7127.70718,5526.289351852,190,3
chapter,capítulo,noun,noun,54904910,9107499,2,1,gender_number_forms,False,7,8,3.43,4.65,communication,635.4735,105.410868056,72,3
character,caráter,noun,noun,13251280000,9198406,1,1,no_conflicts,False,9,7,2.93,5.11,person,153371.2963,106.463032407,6,2
cheese,queijo,noun,noun,17140670,8871840,1,1,no_conflicts,False,6,6,4.7,4.57,food,198.38738,102.683333333,5500,890
chest,peito,noun,noun,88337190,1424592000,2,1,gender_number_forms,False,5,5,4.93,4.52,body,1022.42118,16488.333333333,13,2
chicken,frango,noun,noun,67834920,23475720,1,1,no_conflicts,False,7,6,4.8,4.63,animal,785.12639,271.709722222,5807,957
chief,chefe,noun,noun,39840110,316308800,1,1,no_conflicts,True,5,5,4.26,5.11,person,461.11238,3660.981481481,296,64
child,criança,noun,noun,37081520,1323630000,2,2,gender_number_forms,True,5,7,4.78,5.3,person,429.18426,15319.791666667,7047,23
child,garoto,noun,noun,37081520,1301596000,2,1,gender_number_forms,True,5,6,4.78,5.3,person,429.18426,15064.768518519,7047,11
china,china,noun,noun,1076605000,27646530000,1,1,no_conflicts,False,5,5,4.79,5.1,location,12460.70602,319982.986111111,68,68
chinese,chinês,adj,adj,536753300,262859500,1,2,gender_number_forms,False,7,6,4.79,5.01,pert,6212.42245,3042.355324074,147,4
choice,opção,noun,noun,615251700,586837600,2,1,gender_number_forms,True,6,5,1.9,5.08,cognition,7120.96875,6792.101851852,16,2
choice,seleção,noun,noun,615251700,159894100,2,1,gender_number_forms,True,6,7,1.9,5.08,cognition,7120.96875,1850.626157407,16,3
choose,escolher,verb,verb,77895450,473486000,4,1,verb_forms,False,6,8,2.62,4.91,cognition,901.56771,5480.162037037,94,11
church,igreja,noun,noun,635223800,848986600,2,2,gender_number_forms,False,6,6,4.9,5.16,group,7352.12731,9826.233796296,91,17
cinema,filme,noun,noun,337372500,700414500,2,2,gender_number_forms,True,6,5,4.69,4.17,communication,3904.77431,8106.649305556,70,20
citizen,cidadão,noun,noun,4196796,25513470,2,1,gender_number_forms,False,7,7,4.43,4.39,person,48.57403,295.294791667,128,11
city,cidade,noun,noun,612947100,34371450,3,3,gender_number_forms,True,4,6,4.79,5.61,location,7094.29514,397.817708333,195,27
class,classe,noun,noun,60030480,1770695000,3,1,gender_number_forms,True,5,6,3.85,5.36,group,694.79722,20494.155092593,257,11
class,curso,noun,noun,60030480,15699000,3,1,gender_number_forms,True,5,5,3.85,5.36,group,694.79722,181.701388889,257,1
climate,clima,noun,noun,1142291000,5.678.931,2,1,gender_number_forms,True,7,5,3.5,4.71,state,13220.96065,0.065728368,10,1
clock,relógio,noun,noun,260118200,4408196,2,2,gender_number_forms,False,5,7,5.0,4.43,artifact,3010.62731,51.020787037,105,389
close,conclusão,verb,noun,2304752000,1207291000,3,1,verb_forms,True,5,9,3.2,5.36,contact,26675.37037,13973.275462963,27,1
close,próximo,verb,noun,2304752000,514386500,3,2,verb_forms,True,5,7,3.2,5.36,contact,26675.37037,5953.547453704,27,13
clothes,vestido,noun,noun,3202180,16697080,1,2,gender_number_forms,True,7,7,4.76,4.72,artifact,37.06227,193.253240741,1545,407
coast,costa,noun,noun,597255100,475814800,2,1,gender_number_forms,False,5,5,4.21,4.87,object,6912.67477,5507.115740741,91,1
coat,casaco,noun,noun,8712424,6931125,3,3,gender_number_forms,False,4,6,4.97,4.36,artifact,100.83824,80.221354167,4184,412
code,código,noun,noun,1791003000,118952000,1,1,no_conflicts,False,4,6,3.0,5.08,communication,20729.20139,1376.759259259,73,25
coffee,café,noun,noun,31592070,11360110,1,2,gender_number_forms,False,6,4,4.81,4.86,food,365.64896,131.48275463,4405,1277
cold,frio,adj,adj,2700706000,2225945000,1,1,no_conflicts,False,4,4,3.85,5.02,all,31258.1713,25763.252314815,10,23
collection,coleção,noun,noun,19833110000,2543723,2,1,gender_number_forms,False,10,7,4.04,4.96,group,229549.88426,29.441238426,12,1
college,faculdade,noun,noun,8691631,4441787000,2,1,gender_number_forms,False,7,9,4.62,5.27,group,100.59758,51409.571759259,45,4
color,cor,noun,noun,4477507,5801352,3,3,gender_number_forms,False,5,3,4.08,4.91,attribute,51.823,67.145277778,2031,404
colorful,colorido,adj,adj,625721200,1800994000,1,1,no_conflicts,False,8,8,3.78,3.8,all,7242.14352,20844.837962963,84,26
column,coluna,noun,noun,696716700,444576200,1,1,no_conflicts,False,6,6,4.48,4.33,group,8063.85069,5145.55787037,74,13
comb,pente,noun,noun,411757400,54249920,2,1,gender_number_forms,False,4,5,5.0,3.52,artifact,4765.71065,627.892592593,129,19
come,chegar,verb,verb,503379900,488918100,9,12,verb_forms,True,4,6,2.72,5.78,motion,5826.15625,5658.774305556,539,180
come,vir,verb,verb,503379900,594558900,9,10,verb_forms,True,4,3,2.72,5.78,motion,5826.15625,6881.46875,539,159
comment,comentário,noun,noun,118227700,613647200,2,1,gender_number_forms,False,7,10,3.29,4.88,communication,1368.37616,7102.398148148,16,1
commission,comissão,noun,noun,14773690,900131400,1,1,no_conflicts,True,10,8,3.04,4.91,group,170.99178,10418.1875,84,16
