src_lemma,tgt_lemma,src_pos,tgt_pos,src_median_hf,tgt_median_hf,src_lexeme_count,tgt_lexeme_count,grammatical_conflicts,meaning_conflicts,src_lemma_length,tgt_lemma_length,concreteness,frequency,semantic_field,src_median_hf_days,tgt_median_hf_days,src_session_count,tgt_session_count
arrival,llegada,noun,noun,1035441000.0,499058300.0,2,1,gender_number_forms,False,7,7,3.07,4.44,act,11984.2708333,5776.137731,46,68
arrive,llegar,verb,verb,527264600.0,642508400.0,5,9,verb_forms,True,6,6,3.22,4.38,motion,6102.599537,7436.439815,528,704
art,arte,noun,noun,2997771000.0,7894552.0,2,1,gender_number_forms,False,3,4,4.17,5.29,artifact,34696.4236111,91.37213,88,41
article,artículo,noun,noun,848504900.0,690399000.0,1,2,gender_number_forms,False,7,8,4.33,5.09,communication,9820.6585648,7990.729167,36,32
artist,artista,noun,noun,9169879.0,1163147000.0,2,1,gender_number_forms,False,6,7,4.24,4.8,person,106.1328588,13462.349537,1346,997
as,como,prep,prep,539605400.0,2385118000.0,2,2,no_conflicts,True,2,4,1.33,6.77,substance,6245.4328704,27605.532407,3408,74
aspect,aspecto,noun,noun,921867400.0,447348700.0,3,2,gender_number_forms,True,6,7,1.82,4.41,cognition,10669.7615741,5177.646991,52,52
association,asociación,noun,noun,102310300.0,570753900.0,1,1,no_conflicts,False,11,10,2.3,5.01,group,1184.1469907,6605.947917,399,290
at,en,prep,prep,25187710.0,106739300.0,1,1,no_conflicts,True,2,2,2.07,6.7,substance,291.5244213,1235.408565,6825,10704
atmosphere,aire,noun,noun,1181008000.0,630708100.0,1,1,no_conflicts,True,10,4,3.04,4.46,state,13669.0740741,7299.862269,69,66
atmosphere,ambiente,noun,noun,1181008000.0,1732927000.0,1,1,no_conflicts,True,10,8,3.04,4.46,state,13669.0740741,20057.025463,69,52
atmosphere,atmósfera,noun,noun,1181008000.0,74537320.0,1,1,no_conflicts,True,10,9,3.04,4.46,state,13669.0740741,862.700463,69,35
attack,ataque,noun,noun,634312300.0,8967857000.0,1,1,no_conflicts,False,6,6,3.71,5.09,act,7341.5775463,103794.641204,42,18
attempt,esfuerzo,noun,noun,3951525000.0,7164503000.0,2,3,gender_number_forms,True,7,8,2.22,4.85,act,45735.2430556,82922.488426,73,35
attitude,actitud,noun,noun,4393581000.0,5797741000.0,2,3,gender_number_forms,True,8,7,1.97,4.58,cognition,50851.6319444,67103.483796,56,16
attitude,postura,noun,noun,4393581000.0,2610913000.0,2,1,gender_number_forms,True,8,7,1.97,4.58,cognition,50851.6319444,30218.900463,56,25
attorney,abogado,noun,noun,68521100.0,678643800.0,2,3,gender_number_forms,True,8,7,4.52,4.69,person,793.068287,7854.673611,849,1008
audience,audiencia,noun,noun,16184180.0,609169700.0,2,1,gender_number_forms,False,8,9,4.29,4.73,group,187.3168981,7050.575231,279,329
august,agosto,noun,noun,10341240.0,1103504000.0,2,1,gender_number_forms,False,6,6,3.04,5.1,time,119.6902778,12772.037037,2711,1231
aunt,tía,noun,noun,14721710.0,149033100.0,2,1,gender_number_forms,False,4,3,4.17,4.16,person,170.390162,1724.920139,2655,2607
author,autor,noun,noun,22921230.0,1193516000.0,2,1,gender_number_forms,True,6,5,4.26,4.95,person,265.2920139,13813.842593,1465,1108
author,escritor,noun,noun,22921230.0,811371400.0,2,3,gender_number_forms,True,6,8,4.26,4.95,person,265.2920139,9390.872685,1465,988
authority,autoridad,noun,noun,10490260.0,243438400.0,2,3,gender_number_forms,False,9,9,2.34,4.81,attribute,121.4150463,2817.574074,1344,1030
avenue,avenida,noun,noun,642688600.0,792418200.0,2,1,gender_number_forms,False,6,7,4.0,4.43,act,7438.525463,9171.506944,291,290
average,media,noun,noun,555640600.0,57812520.0,1,2,gender_number_forms,True,7,5,2.4,5.16,cognition,6431.025463,669.126389,187,6560
award,premio,noun,noun,1493526000.0,1329487000.0,2,1,gender_number_forms,True,5,6,4.14,4.88,act,17286.1805556,15387.581019,93,66
baby,bebé,noun,noun,15106390.0,610704900.0,3,3,gender_number_forms,True,4,4,5.0,5.26,person,174.8424769,7068.34375,518,444
baby,niño,noun,noun,15106390.0,38516260.0,3,4,gender_number_forms,True,4,4,5.0,5.26,person,174.8424769,445.790046,518,87697
back,volver,noun,verb,116831000.0,1138881000.0,2,6,gender_number_forms,False,4,6,4.33,6.04,body,1352.2106481,13181.493056,124,852
backpack,mochila,noun,noun,8033174.0,597411000.0,2,1,gender_number_forms,False,8,7,4.96,3.78,artifact,92.9765509,6914.479167,743,528
bad,mal,adj,adj,292715300.0,76353280.0,3,1,gender_number_forms,False,3,3,1.68,5.53,all,3387.9085648,883.718519,565,57
bag,bolsa,noun,noun,1200634000.0,1020265000.0,2,1,gender_number_forms,True,3,5,4.9,4.79,artifact,13896.2268519,11808.622685,306,326
balance,equilibrio,noun,noun,576163600.0,270393600.0,2,1,gender_number_forms,False,7,10,2.89,4.76,state,6668.5601852,3129.555556,97,48
ball,bola,noun,noun,822544400.0,1311078000.0,2,1,gender_number_forms,False,4,4,5.0,5.04,artifact,9520.1898148,15174.513889,297,320
band,banda,noun,noun,1292707000.0,1182304000.0,2,1,gender_number_forms,False,4,5,4.68,4.92,group,14961.8865741,13684.074074,212,249
bank,banco,noun,noun,604952100.0,763941700.0,2,3,gender_number_forms,False,4,5,4.78,5.16,artifact,7001.7604167,8841.917824,382,241
bar,bar,noun,noun,607360600.0,1861357000.0,2,1,gender_number_forms,False,3,3,4.67,4.94,artifact,7029.6365741,21543.483796,595,595
bathroom,baño,noun,noun,853218000.0,2056437000.0,2,1,gender_number_forms,False,8,4,4.52,4.54,artifact,9875.2083333,23801.354167,458,442
battery,batería,noun,noun,1598349000.0,996626500.0,2,1,gender_number_forms,False,7,7,4.67,4.52,group,18499.4097222,11535.028935,464,379
battle,batalla,noun,noun,3578956000.0,9348147000.0,2,1,gender_number_forms,True,6,7,4.0,4.94,act,41423.1018519,108196.145833,60,18
beach,playa,noun,noun,567229400.0,1278259000.0,2,1,gender_number_forms,False,5,5,4.79,4.92,object,6565.1550926,14794.664352,635,849
bear,oso,noun,noun,3666565.0,252882100.0,1,1,no_conflicts,False,4,3,4.88,4.71,animal,42.4370949,2926.876157,11654,7829
beat,ritmo,verb,noun,161522900.0,42699200.0,2,1,verb_forms,False,4,5,3.97,5.01,competition,1869.4780093,494.203704,241,52
beauty,belleza,noun,noun,2183304.0,8701186000.0,2,1,gender_number_forms,False,6,7,2.93,4.75,attribute,25.2697222,100708.171296,283,44
because,porque,conj,conj,58990810.0,598804200.0,1,1,no_conflicts,False,7,6,1.22,6.03,all,682.7640046,6930.604167,2881,3002
bed,cama,noun,noun,723068800.0,196310300.0,2,1,gender_number_forms,False,3,4,5.0,5.07,artifact,8368.8518519,2272.109954,744,2989
beer,cerveza,noun,noun,13810270.0,103772800.0,1,1,no_conflicts,False,4,7,4.88,4.7,food,159.841088,1201.074074,11732,10312
before,antes,adv,adv,586189500.0,562228600.0,1,1,no_conflicts,True,6,5,1.96,5.93,all,6784.6006944,6507.275463,480,710
begin,iniciar,verb,verb,1358736000.0,1110664000.0,2,6,verb_forms,True,5,7,2.56,4.84,change,15726.1111111,12854.907407,307,316
behavior,comportamiento,noun,noun,1003960000.0,587641600.0,2,1,gender_number_forms,False,8,14,2.19,4.69,act,11619.9074074,6801.407407,81,43
bell,campana,noun,noun,1199161000.0,1185129000.0,2,1,gender_number_forms,True,4,7,4.96,4.59,artifact,13879.1782407,13716.770833,419,404
belong,pertenecer,verb,verb,620820900.0,556704500.0,1,1,verb_forms,False,6,10,1.43,4.38,possession,7185.4270833,6443.33912,139,146
benefit,beneficio,noun,noun,74797240.0,3251668000.0,2,3,gender_number_forms,False,7,9,2.25,4.82,possession,865.7087963,37635.046296,88,15
better,mejor,adv,adj,4478377000.0,1154434000.0,1,2,no_conflicts,True,6,5,1.91,5.76,all,51833.0671296,13361.50463,6,1535
better,mejorar,adv,verb,4478377000.0,661839300.0,1,2,no_conflicts,True,6,7,1.91,5.76,all,51833.0671296,7660.177083,6,243
between,entre,prep,prep,45492440.0,455867000.0,1,1,no_conflicts,False,7,5,2.72,5.77,all,526.5328704,5276.238426,3568,3906
bicycle,bicicleta,noun,noun,10708590.0,884273000.0,3,3,gender_number_forms,True,7,9,4.89,3.98,artifact,123.9420139,10234.641204,756,614
big,gran,adj,adj,68708240.0,1288046000.0,2,1,gender_number_forms,True,3,4,3.66,5.67,all,795.2342593,14907.939815,1141,871
big,grande,adj,adj,68708240.0,389660900.0,2,2,gender_number_forms,True,3,6,3.66,5.67,all,795.2342593,4509.96412,1141,8839
bilingual,bilingüe,adj,adj,1143258000.0,1181944000.0,1,1,no_conflicts,False,9,8,3.28,3.52,all,13232.1527778,13679.907407,756,673
bird,pájaro,noun,noun,5080515.0,9062446.0,2,2,gender_number_forms,False,4,6,5.0,4.63,animal,58.8022569,104.889421,20229,19464
birth,nacimiento,noun,noun,34589780.0,289440300.0,2,1,gender_number_forms,False,5,10,4.46,4.77,time,400.3446759,3350.003472,1526,1430
black,negro,adj,adj,6723191.0,584203800.0,2,4,gender_number_forms,False,5,5,3.76,5.46,all,77.8147106,6761.618056,9555,24556
blood,sangre,noun,noun,1209682000.0,8345546000.0,2,1,gender_number_forms,False,5,6,4.86,5.1,body,14000.9490741,96591.967593,75,43
blue,azul,adj,adj,7374717.0,396515800.0,1,2,gender_number_forms,False,4,4,3.76,5.13,all,85.3555208,4589.303241,8411,11811
board,tabla,noun,noun,19816090.0,1276956000.0,1,1,no_conflicts,True,5,5,4.57,5.24,group,229.3528935,14779.583333,96,249
boat,barco,noun,noun,10937320.0,1298588000.0,2,1,gender_number_forms,True,4,5,4.93,4.71,artifact,126.5893519,15029.953704,696,456
body,cuerpo,noun,noun,21507280.0,1612797000.0,2,3,gender_number_forms,False,4,6,4.79,5.4,body,248.9268519,18666.631944,91,29
book,libro,noun,noun,10209550.0,255536700.0,2,2,gender_number_forms,False,4,5,4.9,5.43,communication,118.166088,2957.600694,31684,23561
border,frontera,noun,noun,26404120.0,908032900.0,2,1,gender_number_forms,True,6,8,4.29,4.7,location,305.6032407,10509.640046,318,295
border,límite,noun,noun,26404120.0,26982870.0,2,3,gender_number_forms,True,6,6,4.29,4.7,location,305.6032407,312.301736,318,32
boss,jefe,noun,noun,6341980.0,627769300.0,2,3,gender_number_forms,True,4,4,3.83,4.76,person,73.4025463,7265.84838,1685,1178
both,ambos,det,det,636634200.0,676484800.0,1,3,gender_number_forms,False,4,5,2.97,5.79,all,7368.4513889,7829.685185,186,310
bottle,botella,noun,noun,650881200.0,1184883000.0,2,1,gender_number_forms,False,6,7,4.91,4.57,artifact,7533.3472222,13713.923611,777,705
box,caja,noun,noun,873938600.0,1121349000.0,2,1,gender_number_forms,False,3,4,4.9,5.04,artifact,10115.0300926,12978.576389,366,276
boy,chico,noun,noun,9966958.0,544880000.0,2,3,gender_number_forms,False,3,5,4.76,5.17,person,115.3583102,6306.481481,60226,280
boyfriend,novio,noun,noun,88673350.0,451937100.0,2,3,gender_number_forms,False,9,5,4.59,4.59,person,1026.3119213,5230.753472,698,680
brain,cerebro,noun,noun,1179698000.0,583649300.0,2,1,gender_number_forms,True,5,7,4.69,4.94,body,13653.912037,6755.200231,85,63
brain,mente,noun,noun,1179698000.0,9827095000.0,2,1,gender_number_forms,True,5,5,4.69,4.94,body,13653.912037,113739.525463,85,38
brand,marca,noun,noun,1092470000.0,1.70941e+16,1,1,no_conflicts,True,5,5,3.29,4.83,communication,12644.3287037,1978481.481481,59,1
bread,pan,noun,noun,6037010.0,103980700.0,1,1,no_conflicts,True,5,3,4.92,4.5,food,69.8728009,1203.480324,34629,19713
break,romper,verb,verb,1588132000.0,2527670000.0,2,2,verb_forms,False,5,6,3.71,5.18,change,18381.1574074,29255.439815,170,91
bridge,puente,noun,noun,13463710.0,557345600.0,2,1,gender_number_forms,False,6,6,4.97,4.77,artifact,155.8299769,6450.759259,622,337
brother,hermano,noun,noun,150904500.0,254926800.0,3,4,gender_number_forms,True,7,7,4.43,5.11,person,1746.5798611,2950.541667,3451,17627
budget,presupuesto,noun,noun,4620496000.0,491167300.0,1,2,gender_number_forms,False,6,11,3.14,4.82,possession,53477.962963,5684.806713,47,18
build,físico,verb,adj,1153249000.0,2984917000.0,1,1,verb_forms,True,5,6,3.71,5.04,creation,13347.7893519,34547.650463,141,57
building,construcción,noun,noun,539629700.0,484939600.0,2,1,gender_number_forms,True,8,12,4.64,5.29,artifact,6245.7141204,5612.726852,245,60
building,edificio,noun,noun,539629700.0,870833500.0,2,2,gender_number_forms,True,8,8,4.64,5.29,artifact,6245.7141204,10079.091435,245,254
business,empresa,noun,noun,210650800.0,1060830000.0,2,1,gender_number_forms,True,8,7,3.28,5.56,group,2438.087963,12278.125,93,365
but,sólo,conj,adv,20952790.0,1129066000.0,1,1,no_conflicts,True,3,4,2.04,6.63,all,242.5091435,5201.712963,5282,652
but,pero,conj,conj,20952790.0,449428000.0,1,1,no_conflicts,True,3,4,2.04,6.63,all,242.5091435,13067.893519,5282,4949
buy,comprar,verb,verb,1282813000.0,720566700.0,1,2,verb_forms,True,3,7,3.35,5.32,possession,14847.3726852,8339.892361,163,281
by,por,prep,prep,192207000.0,150675700.0,2,1,no_conflicts,True,2,3,1.55,6.66,all,2224.6180556,1743.931713,2683,14823
bye,adiós,noun,noun,36832000.0,169161000.0,1,1,no_conflicts,False,3,5,2.25,4.39,communication,426.2962963,1957.881944,12524,8571
calendar,calendario,noun,noun,390998600.0,975015200.0,2,1,gender_number_forms,False,8,10,4.62,4.3,time,4525.4467593,11284.898148,2031,1969
camera,cámara,noun,noun,866314400.0,614194700.0,3,3,gender_number_forms,False,6,6,5.0,4.87,artifact,10026.787037,7108.734954,129,397
campaign,campaña,noun,noun,2785942000.0,3641274000.0,1,1,no_conflicts,True,8,7,3.0,5.0,event,32244.6990741,42144.375,76,39
candidate,candidato,noun,noun,734886400.0,453066900.0,1,3,gender_number_forms,False,9,9,3.81,4.66,person,8505.6296296,5243.829861,41,25
capacity,capacidad,noun,noun,4818678000.0,1893556000.0,1,1,no_conflicts,False,8,9,3.1,4.71,attribute,55771.7361111,21916.157407,73,65
capital,capital,noun,noun,523050400.0,886802800.0,2,1,gender_number_forms,False,7,7,4.1,5.01,possession,6053.8240741,10263.921296,589,589
captain,capitán,noun,noun,8760750.0,1022622000.0,2,1,gender_number_forms,False,7,7,4.19,4.89,person,101.3975694,11835.902778,1448,1084
car,auto,noun,noun,39718810.0,612455000.0,3,1,gender_number_forms,True,3,4,4.89,5.45,artifact,459.7084491,7088.599537,2744,337
car,automóvil,noun,noun,39718810.0,1148744000.0,3,1,gender_number_forms,True,3,9,4.89,5.45,artifact,459.7084491,13295.648148,2744,274
car,coche,noun,noun,39718810.0,350451600.0,3,3,gender_number_forms,True,3,5,4.89,5.45,artifact,459.7084491,4056.152778,2744,2833
car,máquina,noun,noun,39718810.0,690548000.0,3,1,gender_number_forms,True,3,7,4.89,5.45,artifact,459.7084491,7992.453704,2744,295
career,carrera,noun,noun,74468010.0,5385484.0,2,2,gender_number_forms,False,6,7,2.54,5.07,act,861.8982639,62.331991,1182,47
case,caso,noun,noun,538285000.0,1.29226e+16,2,1,gender_number_forms,True,4,4,3.93,5.55,event,6230.150463,1495667.824074,207,3
castle,castillo,noun,noun,610968300.0,1072716000.0,2,1,gender_number_forms,False,6,8,4.96,4.45,artifact,7071.3923611,12415.694444,508,429
category,categoría,noun,noun,1175259000.0,8758440000.0,2,1,gender_number_forms,True,8,9,2.82,4.57,group,13602.5347222,101370.833333,114,36
cause,causa,noun,noun,584425500.0,16236520000.0,2,1,gender_number_forms,True,5,5,2.43,5.35,event,6764.1840278,187922.685185,109,15
cause,motivo,noun,noun,584425500.0,1872263000.0,2,1,gender_number_forms,True,5,6,2.43,5.35,event,6764.1840278,21669.710648,109,49
cell,célula,noun,noun,350659500.0,625180600.0,2,1,gender_number_forms,False,4,6,4.44,4.87,artifact,4058.5590278,7235.886574,287,64
center,centro,noun,noun,499450000.0,471496700.0,1,3,gender_number_forms,True,6,6,3.85,5.19,location,5780.6712963,5457.137731,3,249
centre,centro,noun,noun,1607487000.0,471496700.0,1,3,gender_number_forms,True,6,6,3.85,4.95,location,18605.1736111,5457.137731,254,249
century,siglo,noun,noun,126472200.0,907318900.0,2,1,gender_number_forms,False,7,5,2.83,5.02,time,1463.7986111,10501.376157,1591,1417
chain,cadena,noun,noun,567582900.0,1263683000.0,2,1,gender_number_forms,True,5,6,4.55,4.65,group,6569.2465278,14625.960648,279,281
chair,silla,noun,noun,649765300.0,485435200.0,2,1,gender_number_forms,False,5,5,4.58,4.69,artifact,7520.431713,5618.462963,425,1433
chairman,presidente,noun,noun,1670866000.0,1418739000.0,1,1,no_conflicts,True,8,10,4.31,4.8,person,19338.7268519,16420.590278,65,45
change,cambiar,verb,verb,1124381000.0,1185864000.0,7,4,verb_forms,False,6,7,2.89,5.54,change,13013.6689815,13725.277778,999,212
channel,canal,noun,noun,7024695.0,2429418000.0,2,1,gender_number_forms,False,7,5,4.18,4.85,communication,81.3043403,28118.263889,78,56
chapter,capítulo,noun,noun,149237500.0,1462835000.0,2,1,gender_number_forms,False,7,8,3.43,4.65,communication,1727.2858796,16930.960648,266,47
character,carácter,noun,noun,4035519000.0,616246300.0,3,1,gender_number_forms,False,9,8,2.93,5.11,person,46707.3958333,7132.480324,50,45
cheese,queso,noun,noun,24355970.0,466284500.0,1,1,no_conflicts,False,6,5,4.7,4.57,food,281.8978009,5396.811343,17437,13121
chemistry,química,noun,noun,1959724000.0,8005450.0,1,1,no_conflicts,False,9,7,3.64,4.35,cognition,22681.9907407,92.655671,52,39
chest,pecho,noun,noun,5311564000.0,12019650000.0,2,1,gender_number_forms,False,5,5,4.93,4.52,body,61476.4351852,139116.319444,79,37
